loss,mape,val_loss,val_mape
0.08411521464586258,3154060.25,0.08263950794935226,4092884.75
0.084002785384655,3166955.0,0.08259035646915436,4019445.5
0.08388891816139221,3132760.75,0.08258362114429474,4045007.0
0.08389586210250854,3156067.75,0.08272012323141098,3942151.5
0.08393799513578415,3157410.0,0.08279663324356079,3921498.0
0.08392168581485748,3163017.25,0.08311135321855545,3856572.5
0.0839395523071289,3148519.5,0.0825820043683052,4034383.5
0.08384253084659576,3146584.5,0.08284328132867813,3907588.5
0.08390188217163086,3138546.25,0.08258604258298874,4049877.75
0.08396795392036438,3159240.75,0.08266701549291611,3962054.75
