loss,mape,val_loss,val_mape
0.08488564193248749,4110812.25,0.08477659523487091,4168453.75
0.08471053838729858,4112181.0,0.08472467958927155,4097974.25
0.08470746129751205,4112024.0,0.0847230926156044,4107048.5
0.08470631390810013,4112178.5,0.08473283797502518,4130831.0
0.08470578491687775,4112386.75,0.08473137021064758,4104410.0
0.08470383286476135,4112224.75,0.08473595231771469,4116336.0
0.0847042128443718,4112520.5,0.08474454283714294,4147298.25
0.08470408618450165,4112525.0,0.08473963290452957,4085700.5
0.08470319956541061,4111752.0,0.08472747355699539,4118417.0
0.08470354974269867,4112061.25,0.08472538739442825,4106524.5
