loss,mape,val_loss,val_mape
0.08473823964595795,4111929.25,0.0848270133137703,4194689.5
0.084714874625206,4111971.75,0.0847514271736145,4154293.0
0.08470720052719116,4112001.0,0.08472982794046402,4090549.5
0.0847037062048912,4111148.0,0.08472717553377151,4096865.0
0.08470211178064346,4111769.5,0.0847272053360939,4096059.25
0.08470108360052109,4111380.75,0.08472630381584167,4123637.0
0.08470036834478378,4111572.25,0.08472617715597153,4123805.75
0.08470063656568527,4112301.25,0.08472414314746857,4111696.25
0.08470122516155243,4111835.75,0.08472426235675812,4115856.25
0.08470066636800766,4113403.75,0.08472442626953125,4102841.25
