1025 did not find connection to 2911
1025 did not find connection to 2473
1025 did not find connection to 4608
1025 calculated connection 9732 but shouldnt have
1049 did not find connection to 7557
1049 did not find connection to 7952
1049 calculated connection 1043 but shouldnt have
1245 did not find connection to 9855
1245 calculated connection 2569 but shouldnt have
1302 did not find connection to 9384
1302 did not find connection to 9630
1302 calculated connection 7178 but shouldnt have
1302 calculated connection 4616 but shouldnt have
1413 did not find connection to 8818
1413 did not find connection to 1843
1413 did not find connection to 3021
1413 calculated connection 2569 but shouldnt have
1413 calculated connection 8221 but shouldnt have
1413 calculated connection 9756 but shouldnt have
1431 did not find connection to 4013
1431 did not find connection to 5412
1431 did not find connection to 6823
1431 calculated connection 9732 but shouldnt have
1431 calculated connection 9239 but shouldnt have
1521 did not find connection to 1843
1521 did not find connection to 3021
1521 did not find connection to 8818
1521 calculated connection 1043 but shouldnt have
1521 calculated connection 9756 but shouldnt have
1521 calculated connection 9754 but shouldnt have
1762 did not find connection to 9098
1762 did not find connection to 7246
1762 did not find connection to 1431
1762 did not find connection to 4013
1762 did not find connection to 9055
1762 calculated connection 9756 but shouldnt have
1762 calculated connection 1043 but shouldnt have
1762 calculated connection 9239 but shouldnt have
1843 did not find connection to 1521
1843 did not find connection to 8818
1843 did not find connection to 3021
1843 calculated connection 9754 but shouldnt have
1843 calculated connection 7178 but shouldnt have
1843 calculated connection 3613 but shouldnt have
2185 did not find connection to 7449
2185 did not find connection to 5384
2185 calculated connection 6718 but shouldnt have
2185 calculated connection 9756 but shouldnt have
2185 calculated connection 8227 but shouldnt have
2188 did not find connection to 5418
2188 did not find connection to 9055
2188 did not find connection to 1431
2188 calculated connection 7178 but shouldnt have
2188 calculated connection 8227 but shouldnt have
2222 did not find connection to 4608
2222 did not find connection to 4175
2222 did not find connection to 7188
2222 calculated connection 3639 but shouldnt have
2407 did not find connection to 8219
2407 did not find connection to 7997
2407 did not find connection to 5384
2407 calculated connection 6194 but shouldnt have
2407 calculated connection 8221 but shouldnt have
2407 calculated connection 3613 but shouldnt have
2473 did not find connection to 1762
2473 did not find connection to 1025
2473 did not find connection to 2911
2473 calculated connection 1115 but shouldnt have
2473 calculated connection 8227 but shouldnt have
2473 calculated connection 6195 but shouldnt have
2517 did not find connection to 6823
2517 did not find connection to 4530
2517 did not find connection to 4286
2517 did not find connection to 7188
2517 did not find connection to 5715
2517 calculated connection 6194 but shouldnt have
2517 calculated connection 5724 but shouldnt have
2517 calculated connection 3639 but shouldnt have
2688 did not find connection to 7453
2688 did not find connection to 7952
2688 calculated connection 2083 but shouldnt have
2688 calculated connection 5724 but shouldnt have
2688 calculated connection 4165 but shouldnt have
2688 calculated connection 6195 but shouldnt have
2911 did not find connection to 4175
2911 did not find connection to 4013
2911 did not find connection to 1431
2911 did not find connection to 2473
2911 calculated connection 3613 but shouldnt have
2911 calculated connection 5705 but shouldnt have
2911 calculated connection 4165 but shouldnt have
3021 did not find connection to 4008
3021 did not find connection to 1843
3021 calculated connection 3639 but shouldnt have
3021 calculated connection 6718 but shouldnt have
3021 calculated connection 2121 but shouldnt have
3201 did not find connection to 3629
3201 did not find connection to 6193
3201 calculated connection 6748 but shouldnt have
3201 calculated connection 6718 but shouldnt have
3201 calculated connection 2121 but shouldnt have
3629 did not find connection to 3201
3629 did not find connection to 9630
3629 did not find connection to 2473
3629 calculated connection 1103 but shouldnt have
3629 calculated connection 5705 but shouldnt have
3629 calculated connection 4165 but shouldnt have
3918 did not find connection to 4731
3918 did not find connection to 8540
3918 did not find connection to 9648
3918 calculated connection 5935 but shouldnt have
3918 calculated connection 5724 but shouldnt have
3918 calculated connection 2121 but shouldnt have
4008 did not find connection to 3021
4008 did not find connection to 6208
4008 did not find connection to 1245
4008 did not find connection to 7557
4008 calculated connection 6194 but shouldnt have
4008 calculated connection 5383 but shouldnt have
4013 did not find connection to 1431
4013 did not find connection to 2911
4013 did not find connection to 4175
4013 did not find connection to 9098
4013 did not find connection to 1762
4013 calculated connection 3639 but shouldnt have
4013 calculated connection 1103 but shouldnt have
4013 calculated connection 6195 but shouldnt have
4073 did not find connection to 6766
4073 did not find connection to 7932
4073 did not find connection to 4521
4073 did not find connection to 7246
4073 did not find connection to 1762
4073 did not find connection to 9055
4073 calculated connection 9823 but shouldnt have
4073 calculated connection 5705 but shouldnt have
4073 calculated connection 5935 but shouldnt have
4175 did not find connection to 2911
4175 did not find connection to 6823
4175 did not find connection to 4013
4175 did not find connection to 1431
4175 calculated connection 6748 but shouldnt have
4175 calculated connection 7785 but shouldnt have
4175 calculated connection 9514 but shouldnt have
4238 did not find connection to 4286
4238 did not find connection to 4530
4238 did not find connection to 5275
4238 calculated connection 9823 but shouldnt have
4238 calculated connection 8809 but shouldnt have
4238 calculated connection 1826 but shouldnt have
4286 did not find connection to 4530
4286 did not find connection to 5275
4286 did not find connection to 4238
4286 did not find connection to 7188
4286 did not find connection to 5715
4286 calculated connection 9844 but shouldnt have
4286 calculated connection 7785 but shouldnt have
4286 calculated connection 7455 but shouldnt have
4521 did not find connection to 9053
4521 did not find connection to 4073
4521 did not find connection to 9055
4521 calculated connection 8809 but shouldnt have
4521 calculated connection 5760 but shouldnt have
4521 calculated connection 4379 but shouldnt have
4530 did not find connection to 4286
4530 did not find connection to 4238
4530 did not find connection to 5275
4530 calculated connection 3201 but shouldnt have
4530 calculated connection 9844 but shouldnt have
4530 calculated connection 4378 but shouldnt have
4608 did not find connection to 4175
4608 did not find connection to 2222
4608 did not find connection to 1025
4608 calculated connection 3713 but shouldnt have
4608 calculated connection 5760 but shouldnt have
4608 calculated connection 8985 but shouldnt have
4731 did not find connection to 9648
4731 did not find connection to 3918
4731 did not find connection to 8540
4731 did not find connection to 6193
4731 calculated connection 8328 but shouldnt have
4731 calculated connection 3201 but shouldnt have
4731 calculated connection 7950 but shouldnt have
5275 did not find connection to 4238
5275 did not find connection to 7188
5275 did not find connection to 5715
5275 did not find connection to 7997
5275 calculated connection 3713 but shouldnt have
5275 calculated connection 3220 but shouldnt have
5384 did not find connection to 2407
5384 did not find connection to 2185
5384 did not find connection to 12454008
5384 calculated connection 8979 but shouldnt have
5384 calculated connection 8328 but shouldnt have
5384 calculated connection 9883 but shouldnt have
5412 did not find connection to 1431
5412 did not find connection to 2188
5412 did not find connection to 6823
5412 did not find connection to 7246
5412 did not find connection to 9055
5412 did not find connection to 1762
5412 calculated connection 6327 but shouldnt have
5412 calculated connection 3220 but shouldnt have
5412 calculated connection 3888 but shouldnt have
5715 did not find connection to 7188
5715 did not find connection to 2517
5715 did not find connection to 5275
5715 calculated connection 8037 but shouldnt have
5919 did not find connection to 9315
5919 did not find connection to 7453
5919 calculated connection 9883 but shouldnt have
5919 calculated connection 4292 but shouldnt have
5919 calculated connection 6599 but shouldnt have
6193 did not find connection to 3201
6193 did not find connection to 8540
6193 did not find connection to 4731
6193 calculated connection 6327 but shouldnt have
6193 calculated connection 7882 but shouldnt have
6193 calculated connection 4086 but shouldnt have
6208 did not find connection to 4008
6208 did not find connection to 7557
6208 calculated connection 4821 but shouldnt have
6208 calculated connection 4292 but shouldnt have
6766 did not find connection to 1302
6766 did not find connection to 7932
6766 did not find connection to 9384
6766 did not find connection to 4073
6766 calculated connection 7882 but shouldnt have
6766 calculated connection 4316 but shouldnt have
6766 calculated connection 4080 but shouldnt have
6823 did not find connection to 1431
6823 did not find connection to 4013
6823 did not find connection to 4175
6823 calculated connection 8924 but shouldnt have
6823 calculated connection 4821 but shouldnt have
6823 calculated connection 3561 but shouldnt have
7188 did not find connection to 5275
7188 did not find connection to 2517
7188 did not find connection to 5715
7188 calculated connection 4316 but shouldnt have
7188 calculated connection 6886 but shouldnt have
7188 calculated connection 3561 but shouldnt have
7246 did not find connection to 1762
7246 did not find connection to 9055
7246 calculated connection 8924 but shouldnt have
7246 calculated connection 3814 but shouldnt have
7246 calculated connection 4574 but shouldnt have
7449 did not find connection to 7997
7449 did not find connection to 2185
7449 did not find connection to 4286
7449 did not find connection to 4238
7449 calculated connection 6886 but shouldnt have
7449 calculated connection 3306 but shouldnt have
7449 calculated connection 1509 but shouldnt have
7453 did not find connection to 2688
7453 did not find connection to 5919
7453 calculated connection 3814 but shouldnt have
7453 calculated connection 6900 but shouldnt have
7453 calculated connection 1509 but shouldnt have
7557 did not find connection to 1049
7557 did not find connection to 6208
7557 did not find connection to 1245
7557 calculated connection 4863 but shouldnt have
7557 calculated connection 3306 but shouldnt have
7557 calculated connection 5458 but shouldnt have
7932 did not find connection to 6766
7932 did not find connection to 4073
7932 calculated connection 6900 but shouldnt have
7932 calculated connection 2816 but shouldnt have
7932 calculated connection 6085 but shouldnt have
7952 did not find connection to 1049
7952 did not find connection to 2688
7952 calculated connection 4863 but shouldnt have
7952 calculated connection 8450 but shouldnt have
7952 calculated connection 6085 but shouldnt have
7997 did not find connection to 5275
